date,effluent_bod5,anomaly_score,anomaly_percentile,risk_band
D-8/8/90,8.0,0.4712926370888502,93.05555555555556,LOW
D-12/1/90,28.0,0.4710768936440497,92.85714285714286,LOW
D-20/7/90,18.0,0.4700665496935897,92.65873015873017,LOW
D-17/1/91,19.0,0.4688847033284239,92.46031746031747,LOW
D-9/5/91,10.0,0.4687552986462702,92.26190476190477,LOW
D-31/5/91,15.0,0.46800884732532194,92.06349206349206,LOW
D-8/8/91,11.0,0.46657814581610024,91.86507936507937,LOW
D-1/4/91,30.0,0.4660238988791352,91.66666666666666,LOW
D-24/7/90,22.0,0.46447557989925,91.46825396825396,LOW
D-12/6/90,24.0,0.4621461501287278,91.26984126984127,LOW
D-23/10/90,11.0,0.4615076818766251,91.07142857142857,LOW
D-15/5/90,14.0,0.4614280789958266,90.87301587301587,LOW
D-24/3/91,21.0,0.46081164424266075,90.67460317460318,LOW
D-7/8/90,5.0,0.4603542104101325,90.47619047619048,LOW
D-19/8/90,20.0,0.4601905450883311,90.27777777777779,LOW
D-1/3/91,24.0,0.45978043018644416,90.07936507936508,LOW
D-14/5/90,23.0,0.45939125353970295,89.88095238095238,NORMAL
D-18/7/90,18.0,0.4566371267128975,89.68253968253968,NORMAL
D-21/10/90,21.0,0.45601013272942204,89.48412698412699,NORMAL
D-23/9/90,13.0,0.4557145463201514,89.28571428571429,NORMAL
D-12/12/90,34.0,0.4546679360393821,89.0873015873016,NORMAL
D-6/5/90,42.0,0.45424620595156134,88.88888888888889,NORMAL
D-26/3/91,15.0,0.45410308001128125,88.69047619047619,NORMAL
D-8/5/91,15.0,0.45408026454279327,88.4920634920635,NORMAL
D-30/11/90,19.0,0.45389587330689674,88.29365079365078,NORMAL
D-28/2/91,18.0,0.4518095491689984,88.09523809523809,NORMAL
D-30/5/91,17.0,0.45136568827871965,87.89682539682539,NORMAL
D-7/10/90,7.0,0.4510110339880109,87.6984126984127,NORMAL
D-29/5/90,32.0,0.44957407408223504,87.5,NORMAL
D-14/6/90,22.0,0.4487080319498304,87.3015873015873,NORMAL
D-15/1/91,13.0,0.44861424247503406,87.10317460317461,NORMAL
D-9/8/90,12.0,0.44728910490286056,86.90476190476191,NORMAL
D-6/2/90,47.0,0.4471921455760597,86.70634920634922,NORMAL
D-29/1/90,27.0,0.4465864622798536,86.5079365079365,NORMAL
D-13/12/90,21.0,0.44589436443941016,86.30952380952381,NORMAL
D-26/2/91,28.0,0.44459415753462883,86.11111111111111,NORMAL
D-5/7/91,11.0,0.4443019878677722,85.9126984126984,NORMAL
D-8/7/90,18.0,0.4434003010538633,85.71428571428571,NORMAL
D-5/8/90,8.0,0.4428866227043307,85.51587301587301,NORMAL
D-15/2/91,24.0,0.4418618961611483,85.31746031746032,NORMAL
D-27/9/90,11.0,0.44069487273437224,85.11904761904762,NORMAL
D-2/4/90,10.0,0.4404819772048235,84.92063492063492,NORMAL
D-26/4/90,31.0,0.4404614640595435,84.72222222222221,NORMAL
D-19/7/90,31.0,0.4403967970408116,84.52380952380952,NORMAL
D-15/3/91,18.0,0.4400661783505127,84.32539682539682,NORMAL
D-13/6/90,25.0,0.4399796665271171,84.12698412698413,NORMAL
D-3/8/90,19.0,0.4396665745791133,83.92857142857143,NORMAL
D-27/2/91,26.0,0.4388399920730322,83.73015873015873,NORMAL
D-14/8/91,7.0,0.4384815504485251,83.53174603174604,NORMAL
D-24/4/91,23.0,0.43844864471965084,83.33333333333334,NORMAL
D-29/11/90,16.0,0.43841416821603324,83.13492063492063,NORMAL
D-4/2/91,14.0,0.4377238282814794,82.93650793650794,NORMAL
D-19/4/90,41.0,0.4374969983820581,82.73809523809523,NORMAL
D-26/6/90,16.0,0.4373870202776933,82.53968253968253,NORMAL
D-21/3/90,24.0,0.4370009628526069,82.34126984126983,NORMAL
D-25/8/90,27.0,0.4369965596694985,82.14285714285714,NORMAL
D-4/10/90,8.0,0.4351649402245907,81.94444444444444,NORMAL
D-24/8/90,22.0,0.43480959425244764,81.74603174603175,NORMAL
D-16/8/91,9.0,0.4340662992014564,81.54761904761905,NORMAL
D-16/11/90,27.0,0.4333138703172043,81.34920634920636,NORMAL
D-25/1/90,23.0,0.43311438064945723,81.15079365079364,NORMAL
D-20/3/90,14.0,0.43284071023501947,80.95238095238095,NORMAL
D-7/7/91,12.0,0.43196265479176094,80.75396825396825,NORMAL
D-17/5/90,19.0,0.4314262476609675,80.55555555555556,NORMAL
D-14/1/91,7.0,0.43137094861421943,80.35714285714286,NORMAL
D-28/1/90,21.0,0.43128832889825114,80.15873015873017,NORMAL
D-3/3/91,14.0,0.4312529042445935,79.96031746031747,NORMAL
D-8/4/90,15.0,0.43095746873957624,79.76190476190477,NORMAL
D-29/7/90,19.0,0.43090754524679964,79.56349206349206,NORMAL
D-12/10/90,7.0,0.43022028562117215,79.36507936507937,NORMAL
D-17/4/90,16.0,0.4298131360831802,79.16666666666666,NORMAL
D-15/8/90,11.0,0.42967280106187783,78.96825396825396,NORMAL
D-28/1/91,20.0,0.4290757069688317,78.76984126984127,NORMAL
D-23/1/91,20.0,0.42866772878687254,78.57142857142857,NORMAL
D-22/3/91,27.0,0.42844771263991144,78.37301587301587,NORMAL
D-4/8/91,20.0,0.42711424843853946,78.17460317460318,NORMAL
D-13/2/91,31.0,0.4267312958324498,77.97619047619048,NORMAL
D-26/4/91,17.0,0.42636869027130986,77.77777777777779,NORMAL
D-18/6/90,33.0,0.4262156626640936,77.57936507936508,NORMAL
D-28/4/91,13.0,0.4259583252891594,77.38095238095238,NORMAL
D-9/5/90,24.0,0.42585969061247547,77.18253968253968,NORMAL
D-2/8/90,18.0,0.4256932206245113,76.98412698412699,NORMAL
D-20/12/90,21.0,0.4256622758904503,76.78571428571429,NORMAL
D-19/10/90,16.0,0.4255838684762422,76.5873015873016,NORMAL
D-25/2/91,27.0,0.4254788742727508,76.38888888888889,NORMAL
D-1/8/90,22.0,0.42540918495374935,76.19047619047619,NORMAL
D-13/8/91,8.0,0.4252340209413906,75.9920634920635,NORMAL
D-5/2/90,32.0,0.4248892266515643,75.79365079365078,NORMAL
D-29/4/91,19.0,0.42482061695404133,75.59523809523809,NORMAL
D-23/8/91,11.0,0.4245480404819358,75.39682539682539,NORMAL
D-25/10/90,13.0,0.42449014214302333,75.1984126984127,NORMAL
D-18/10/90,15.0,0.4231417698692624,75.0,NORMAL
D-28/11/90,13.0,0.42258291418353233,74.8015873015873,NORMAL
D-21/3/91,20.0,0.4225554080954897,74.60317460317461,NORMAL
D-15/10/91,16.0,0.422131542055812,74.40476190476191,NORMAL
D-24/9/90,11.0,0.4219130657984365,74.20634920634922,NORMAL
D-25/3/91,15.0,0.4218608622021092,74.0079365079365,NORMAL
D-25/1/91,23.0,0.4217005771005337,73.80952380952381,NORMAL
D-7/3/91,25.0,0.42143332478883516,73.61111111111111,NORMAL
D-19/11/90,15.0,0.4212859842578086,73.4126984126984,NORMAL
D-18/9/90,12.0,0.42029271599755325,73.21428571428571,NORMAL
D-12/4/91,20.0,0.4199937154359219,73.01587301587301,NORMAL
D-21/7/91,31.0,0.4198276867135293,72.81746031746032,NORMAL
D-1/7/90,9.0,0.41946273880036405,72.61904761904762,NORMAL
D-4/12/90,23.0,0.41869154006294906,72.42063492063492,NORMAL
D-26/12/90,12.0,0.4182269319714869,72.22222222222221,NORMAL
D-22/10/91,23.0,0.4180159882903933,72.02380952380952,NORMAL
D-18/5/90,13.0,0.4174937707520944,71.82539682539682,NORMAL
D-13/3/91,20.0,0.41739899880638126,71.62698412698413,NORMAL
D-30/9/90,13.0,0.41725314183718487,71.42857142857143,NORMAL
D-5/8/91,11.0,0.4172368432071961,71.23015873015873,NORMAL
D-2/10/90,13.0,0.4171721750375181,71.03174603174604,NORMAL
D-22/3/90,42.0,0.41687683561694944,70.83333333333334,NORMAL
D-25/11/90,10.0,0.41678024660088164,70.63492063492063,NORMAL
D-19/5/91,33.0,0.41648971447129535,70.43650793650794,NORMAL
D-24/10/90,8.0,0.416382859731357,70.23809523809523,NORMAL
D-2/9/90,12.0,0.4162340689028503,70.03968253968253,NORMAL
D-13/9/90,11.0,0.416176447430229,69.84126984126983,NORMAL
D-22/5/90,27.0,0.4154104597659251,69.64285714285714,NORMAL
D-14/10/90,9.0,0.4152310377993259,69.44444444444444,NORMAL
D-26/8/91,19.0,0.4147128678416525,69.24603174603175,NORMAL
D-19/2/90,23.0,0.41469777826999105,69.04761904761905,NORMAL
D-6/3/91,23.0,0.41416517423209226,68.84920634920636,NORMAL
D-23/8/90,24.0,0.41401112264315776,68.65079365079364,NORMAL
D-1/5/90,26.0,0.4139779786697859,68.45238095238095,NORMAL
D-11/3/91,21.0,0.4137540963522187,68.25396825396825,NORMAL
D-18/11/90,14.0,0.4135475087056121,68.05555555555556,NORMAL
D-21/12/90,22.0,0.4129885701237254,67.85714285714286,NORMAL
D-19/3/90,25.0,0.4127262921791737,67.65873015873017,NORMAL
D-18/8/91,8.0,0.4126969623438642,67.46031746031747,NORMAL
D-12/8/91,8.0,0.41262724832555653,67.26190476190477,NORMAL
D-6/5/91,14.0,0.4124159021263106,67.06349206349206,NORMAL
D-26/1/90,22.0,0.4121070515159455,66.86507936507937,NORMAL
D-31/3/91,13.0,0.41209626567733626,66.66666666666666,NORMAL
D-22/2/91,15.0,0.41190527186278136,66.46825396825396,NORMAL
D-28/7/91,14.0,0.4117644307177411,66.26984126984127,NORMAL
D-10/7/90,23.0,0.41147527667830675,66.07142857142857,NORMAL
D-26/10/91,16.0,0.4111422264685899,65.87301587301587,NORMAL
D-26/10/90,16.0,0.4105687740824952,65.67460317460318,NORMAL
D-14/11/90,17.0,0.4105122420768201,65.47619047619048,NORMAL
D-3/7/90,13.0,0.41051066850157586,65.27777777777779,NORMAL
D-23/1/90,27.0,0.4102411587322586,65.07936507936508,NORMAL
D-1/2/91,16.0,0.4102012698264006,64.88095238095238,NORMAL
D-23/12/90,17.0,0.4100765368414607,64.68253968253968,NORMAL
D-2/2/90,19.0,0.40994083294154887,64.48412698412699,NORMAL
D-19/2/91,23.0,0.4097788837870506,64.28571428571429,NORMAL
D-25/4/90,42.0,0.4086881423670016,64.0873015873016,NORMAL
D-21/11/90,33.0,0.408090741051005,63.888888888888886,NORMAL
D-12/6/91,21.0,0.4079770289864874,63.69047619047619,NORMAL
D-10/6/90,19.0,0.4074473610056004,63.49206349206349,NORMAL
D-3/5/90,29.0,0.4070581220557784,63.29365079365079,NORMAL
D-30/1/91,16.0,0.40694909598672385,63.095238095238095,NORMAL
D-21/2/91,18.0,0.406717258173684,62.89682539682539,NORMAL
D-11/11/90,7.0,0.40655344489475426,62.698412698412696,NORMAL
D-22/4/90,9.0,0.4063927095426951,62.5,NORMAL
D-14/6/91,15.0,0.4058870919966957,62.301587301587304,NORMAL
D-27/6/91,12.0,0.40571843856336964,62.10317460317461,NORMAL
D-12/2/91,28.0,0.4052772163449479,61.904761904761905,NORMAL
D-23/11/90,18.0,0.40502895225155366,61.70634920634921,NORMAL
D-9/12/90,15.0,0.40470791642841836,61.50793650793651,NORMAL
D-16/8/90,14.0,0.40430158023728646,61.30952380952381,NORMAL
D-4/4/91,20.0,0.4042845723439783,61.111111111111114,NORMAL
D-26/7/91,15.0,0.40411317458368784,60.912698412698404,NORMAL
D-21/1/90,17.0,0.4039505239577197,60.71428571428571,NORMAL
D-22/1/91,20.0,0.40390597429287867,60.51587301587301,NORMAL
D-11/4/90,12.0,0.403901507352856,60.317460317460316,NORMAL
D-12/5/91,13.0,0.4037239388645594,60.11904761904761,NORMAL
D-16/10/90,11.0,0.40371833736807233,59.92063492063492,NORMAL
D-22/11/90,19.0,0.4032247865574187,59.72222222222222,NORMAL
D-26/11/90,16.0,0.4032185842873449,59.523809523809526,NORMAL
D-8/1/91,17.0,0.4030928529463637,59.32539682539682,NORMAL
D-6/1/91,14.0,0.4027503821501165,59.12698412698413,NORMAL
D-13/4/90,11.0,0.4026545024077536,58.92857142857143,NORMAL
D-5/11/90,26.0,0.40256797191248855,58.730158730158735,NORMAL
D-12/3/90,19.0,0.40225882242649497,58.53174603174603,NORMAL
D-15/7/91,20.0,0.4018236102821423,58.333333333333336,NORMAL
D-27/7/90,19.0,0.40173826673597085,58.13492063492064,NORMAL
D-20/10/91,27.0,0.40107142581191313,57.936507936507944,NORMAL
D-4/10/91,12.0,0.40099280995276426,57.738095238095234,NORMAL
D-23/4/90,19.0,0.40093511458045084,57.53968253968254,NORMAL
D-13/1/91,12.0,0.40074058711314403,57.341269841269835,NORMAL
D-8/10/90,12.0,0.4006860024524583,57.14285714285714,NORMAL
D-16/1/90,26.0,0.40047032672215205,56.94444444444444,NORMAL
D-2/7/90,28.0,0.40033131061587407,56.74603174603175,NORMAL
D-3/10/91,20.0,0.4002829679596607,56.547619047619044,NORMAL
D-9/4/90,21.0,0.4001289850923075,56.34920634920635,NORMAL
D-23/5/90,12.0,0.3998413010143105,56.15079365079365,NORMAL
D-1/1/91,15.0,0.3996315533822157,55.952380952380956,NORMAL
D-21/8/90,14.0,0.39961133615163114,55.75396825396825,NORMAL
D-14/2/91,24.0,0.39933550040410054,55.55555555555556,NORMAL
D-19/3/91,20.0,0.3992661121637377,55.35714285714286,NORMAL
D-9/1/91,11.0,0.39919815144707865,55.158730158730165,NORMAL
D-28/5/90,24.0,0.39842716096858655,54.96031746031746,NORMAL
D-29/3/91,12.0,0.3983035699306079,54.761904761904766,NORMAL
D-19/6/90,18.0,0.3981955522395354,54.563492063492056,NORMAL
D-14/12/90,18.0,0.3978839344802708,54.36507936507936,NORMAL
D-30/1/90,27.0,0.39788027796832764,54.166666666666664,NORMAL
D-11/1/91,19.0,0.39771153089084754,53.96825396825397,NORMAL
D-4/3/91,15.0,0.39767927681928644,53.769841269841265,NORMAL
D-15/2/90,27.0,0.39762675523160396,53.57142857142857,NORMAL
D-18/1/90,22.0,0.397373384373901,53.37301587301587,NORMAL
D-21/6/90,15.0,0.39735903963508773,53.17460317460318,NORMAL
D-20/11/90,12.0,0.39718806207559537,52.976190476190474,NORMAL
D-27/5/90,17.0,0.39698824171634395,52.77777777777778,NORMAL
D-25/2/90,30.0,0.3967477128443411,52.57936507936508,NORMAL
D-2/1/91,15.0,0.3967394941825242,52.38095238095239,NORMAL
D-25/9/90,19.0,0.3967299775535774,52.182539682539684,NORMAL
D-22/7/90,18.0,0.39658455584310653,51.98412698412699,NORMAL
D-18/2/90,24.0,0.3964288535541549,51.78571428571429,NORMAL
D-18/1/91,16.0,0.3961798000499595,51.587301587301596,NORMAL
D-20/6/90,24.0,0.3961722482101017,51.388888888888886,NORMAL
D-3/2/91,29.0,0.3959101641552502,51.19047619047619,NORMAL
D-2/5/90,26.0,0.3958040885467742,50.99206349206349,NORMAL
D-2/7/91,16.0,0.3958018589483119,50.79365079365079,NORMAL
D-9/3/90,17.0,0.3955790913251182,50.595238095238095,NORMAL
D-31/8/90,11.0,0.3953097328130405,50.39682539682539,NORMAL
D-12/9/90,11.0,0.3952913725222199,50.198412698412696,NORMAL
D-15/10/90,12.0,0.3950451796613712,50.0,NORMAL
D-6/12/90,27.0,0.394987821256401,49.801587301587304,NORMAL
D-9/10/91,29.0,0.39489957612338783,49.60317460317461,NORMAL
D-16/7/91,17.0,0.3944395835664933,49.404761904761905,NORMAL
D-31/7/90,17.0,0.39411855066408324,49.2063492063492,NORMAL
D-21/2/90,24.0,0.3940802784661791,49.007936507936506,NORMAL
D-22/8/91,10.0,0.3937545656039306,48.80952380952381,NORMAL
D-7/1/90,21.0,0.39371616204909426,48.61111111111111,NORMAL
D-11/9/90,6.0,0.3937115723031003,48.41269841269841,NORMAL
D-16/10/91,33.0,0.39366630002131736,48.214285714285715,NORMAL
D-10/4/91,24.0,0.393511928484765,48.01587301587302,NORMAL
D-14/4/91,13.0,0.39349166369478483,47.817460317460316,NORMAL
D-8/11/90,18.0,0.3934160468081974,47.61904761904761,NORMAL
D-15/7/90,18.0,0.3934140395435482,47.42063492063492,NORMAL
D-4/1/91,18.0,0.39333406975109914,47.22222222222222,NORMAL
D-23/3/90,23.0,0.3931911171549255,47.023809523809526,NORMAL
D-21/9/90,9.0,0.3931538080695659,46.82539682539682,NORMAL
D-24/2/91,17.0,0.39308653472032196,46.62698412698413,NORMAL
D-16/4/90,18.0,0.39308183357665194,46.42857142857143,NORMAL
D-7/12/90,9.0,0.39294398635314676,46.230158730158735,NORMAL
D-15/1/90,30.0,0.3928763926102027,46.03174603174603,NORMAL
D-18/12/90,16.0,0.3927656545635009,45.83333333333333,NORMAL
D-13/5/91,20.0,0.3924461862555316,45.63492063492063,NORMAL
D-1/1/90,16.0,0.39230843825028605,45.43650793650794,NORMAL
D-25/4/91,23.0,0.3922949178411655,45.23809523809524,NORMAL
D-5/6/91,16.0,0.3921649727596534,45.03968253968254,NORMAL
D-3/12/90,18.0,0.3921621613261888,44.84126984126984,NORMAL
D-22/5/91,15.0,0.3921407125219352,44.642857142857146,NORMAL
D-24/6/91,6.0,0.39207956329854976,44.44444444444444,NORMAL
D-25/7/91,20.0,0.3918929585951928,44.24603174603175,NORMAL
D-14/3/91,15.0,0.39184441366210343,44.047619047619044,NORMAL
D-24/7/91,15.0,0.3916258090115685,43.84920634920635,NORMAL
D-12/11/90,9.0,0.3912438647726795,43.65079365079365,NORMAL
D-21/1/91,16.0,0.39093001414638145,43.452380952380956,NORMAL
D-7/3/90,20.0,0.3908978908220268,43.25396825396825,NORMAL
D-8/2/90,26.0,0.3908759134188789,43.05555555555556,NORMAL
D-6/2/91,16.0,0.39087363590508273,42.857142857142854,NORMAL
D-3/4/90,13.0,0.39064712168093796,42.65873015873016,NORMAL
D-30/8/91,17.0,0.39041626164708704,42.46031746031746,NORMAL
D-19/12/90,20.0,0.3903602125887683,42.26190476190476,NORMAL
D-8/4/91,16.0,0.39023480019474477,42.06349206349206,NORMAL
D-30/7/91,16.0,0.3901583154960228,41.86507936507937,NORMAL
D-9/11/90,11.0,0.38980041178208774,41.66666666666667,NORMAL
D-7/8/91,11.0,0.38952816273534785,41.46825396825397,NORMAL
D-1/5/91,12.0,0.3894548661499,41.269841269841265,NORMAL
D-10/6/91,17.0,0.38914998723047867,41.07142857142857,NORMAL
D-27/5/91,15.0,0.3891314767035381,40.87301587301587,NORMAL
D-12/10/91,21.0,0.3890245717003863,40.67460317460318,NORMAL
D-10/5/91,14.0,0.38892325858648286,40.476190476190474,NORMAL
D-22/7/91,26.0,0.3888203162339189,40.27777777777778,NORMAL
D-10/2/91,21.0,0.3887576369198181,40.07936507936508,NORMAL
D-9/4/91,18.0,0.38855346236909755,39.88095238095239,NORMAL
D-12/7/91,31.0,0.3883613033889532,39.682539682539684,NORMAL
D-19/9/90,8.0,0.38831251251192944,39.48412698412698,NORMAL
D-18/3/90,19.0,0.38829554537572125,39.285714285714285,NORMAL
D-2/8/91,12.0,0.38797271781103654,39.08730158730159,NORMAL
D-5/4/91,23.0,0.3877096052588215,38.88888888888889,NORMAL
D-30/5/90,15.0,0.38767352470119804,38.69047619047619,NORMAL
D-17/10/90,10.0,0.3874088419059966,38.492063492063494,NORMAL
D-9/2/90,24.0,0.38735603367630267,38.2936507936508,NORMAL
D-5/10/91,16.0,0.3873540855215225,38.095238095238095,NORMAL
D-19/8/91,21.0,0.3870254046635256,37.89682539682539,NORMAL
D-9/8/91,9.0,0.3870122597932522,37.698412698412696,NORMAL
D-5/3/90,20.0,0.386971872103,37.5,NORMAL
D-3/1/91,18.0,0.3865671852077094,37.301587301587304,NORMAL
D-4/1/90,28.0,0.3864614280892615,37.10317460317461,NORMAL
D-11/2/91,24.0,0.3864512421908655,36.904761904761905,NORMAL
D-7/9/90,13.0,0.3863716984166847,36.7063492063492,NORMAL
D-24/1/91,14.0,0.3862338225372784,36.507936507936506,NORMAL
D-9/1/90,29.0,0.3862185347563175,36.30952380952381,NORMAL
D-21/5/90,15.0,0.3862137128914856,36.11111111111111,NORMAL
D-28/9/90,15.0,0.386166860953731,35.91269841269841,NORMAL
D-8/3/90,21.0,0.3860101669376085,35.714285714285715,NORMAL
D-4/11/90,9.0,0.3859508357075017,35.51587301587302,NORMAL
D-27/1/91,15.0,0.3858660507654741,35.317460317460316,NORMAL
D-14/5/91,20.0,0.38584065706601933,35.11904761904761,NORMAL
D-17/1/90,27.0,0.3855495334526925,34.92063492063492,NORMAL
D-8/2/91,31.0,0.3854014461641791,34.72222222222222,NORMAL
D-11/5/90,28.0,0.38540041102001527,34.523809523809526,NORMAL
D-8/5/90,26.0,0.3853288956900961,34.32539682539682,NORMAL
D-2/11/90,27.0,0.3852265514945804,34.12698412698413,NORMAL
D-17/9/90,10.0,0.38486998168539216,33.92857142857143,NORMAL
D-15/6/90,23.0,0.38471046159511846,33.730158730158735,NORMAL
D-23/2/90,16.0,0.3847056474995291,33.53174603174603,NORMAL
D-22/8/90,16.0,0.38463869593995886,33.33333333333333,NORMAL
D-24/1/90,19.0,0.3846073293492659,33.13492063492063,NORMAL
D-13/11/90,15.0,0.38458503536564737,32.93650793650794,NORMAL
D-1/4/90,17.0,0.38437622624825785,32.73809523809524,NORMAL
D-12/3/91,19.0,0.3841488304588806,32.53968253968254,NORMAL
D-17/12/90,15.0,0.38402650801039256,32.34126984126984,NORMAL
D-7/1/91,13.0,0.38385740904407245,32.142857142857146,NORMAL
D-24/4/90,18.0,0.38314004270809504,31.944444444444443,NORMAL
D-8/10/91,18.0,0.3830714196516227,31.746031746031743,NORMAL
D-20/3/91,29.0,0.3830469543388227,31.547619047619047,NORMAL
D-8/3/91,16.0,0.38285861918130737,31.349206349206348,NORMAL
D-27/3/90,15.0,0.38285794188007394,31.150793650793652,NORMAL
D-1/7/91,12.0,0.3827888298779265,30.952380952380953,NORMAL
D-27/8/90,15.0,0.382741852409397,30.753968253968257,NORMAL
D-26/5/91,14.0,0.38239761644613457,30.555555555555557,NORMAL
D-11/2/90,22.0,0.3822335295541285,30.357142857142854,NORMAL
D-6/6/91,25.0,0.38210364400898156,30.158730158730158,NORMAL
D-9/9/90,13.0,0.38207911859664956,29.96031746031746,NORMAL
D-28/8/91,25.0,0.3819218755096604,29.761904761904763,NORMAL
D-3/9/90,14.0,0.3817990364811553,29.563492063492063,NORMAL
D-22/6/90,15.0,0.38152302015558776,29.365079365079367,NORMAL
D-20/8/91,14.0,0.38125854323394015,29.166666666666668,NORMAL
D-9/7/90,14.0,0.3810749679234481,28.968253968253972,NORMAL
D-16/5/91,21.0,0.3808779730391898,28.76984126984127,NORMAL
D-29/7/91,14.0,0.38063999759061373,28.57142857142857,NORMAL
D-23/4/91,20.0,0.3805702117234524,28.373015873015873,NORMAL
D-20/6/91,12.0,0.3805520372416071,28.174603174603174,NORMAL
D-4/5/90,30.0,0.3804862844246842,27.976190476190478,NORMAL
D-29/10/91,15.0,0.38025403705448213,27.77777777777778,NORMAL
D-2/4/91,22.0,0.38001064814029006,27.579365079365083,NORMAL
D-9/10/90,10.0,0.379752407027902,27.380952380952383,NORMAL
D-13/10/91,21.0,0.37958100085498625,27.18253968253968,NORMAL
D-26/3/90,19.0,0.37949499745249266,26.984126984126984,NORMAL
D-7/6/91,23.0,0.3793813133264404,26.785714285714285,NORMAL
D-16/7/90,16.0,0.37932325139808803,26.58730158730159,NORMAL
D-18/3/91,24.0,0.3793062219242225,26.38888888888889,NORMAL
D-10/4/90,26.0,0.3792759182451636,26.190476190476193,NORMAL
D-18/2/91,22.0,0.37890503301275913,25.992063492063494,NORMAL
D-10/10/90,15.0,0.37882570210372873,25.793650793650798,NORMAL
D-17/8/90,11.0,0.37871012506511775,25.595238095238095,NORMAL
D-12/2/90,34.0,0.37855720206640175,25.396825396825395,NORMAL
D-24/10/91,12.0,0.3783273136454427,25.198412698412696,NORMAL
D-7/11/90,15.0,0.37824767306469403,25.0,NORMAL
D-20/4/90,16.0,0.37776745318426674,24.801587301587304,NORMAL
D-29/8/91,21.0,0.3776605954472443,24.6031746031746,NORMAL
D-18/6/91,27.0,0.3776257894723949,24.404761904761905,NORMAL
D-31/7/91,19.0,0.3776214359754986,24.206349206349206,NORMAL
D-28/8/90,10.0,0.37716663788101856,24.00793650793651,NORMAL
D-11/7/91,23.0,0.3770693729547774,23.809523809523807,NORMAL
D-5/10/90,13.0,0.3770002792065299,23.61111111111111,NORMAL
D-6/11/90,20.0,0.3766497962152382,23.41269841269841,NORMAL
D-23/7/90,23.0,0.3766071582765009,23.214285714285715,NORMAL
D-21/8/91,9.0,0.37654314089274044,23.015873015873016,NORMAL
D-16/12/90,16.0,0.3764598131640715,22.817460317460316,NORMAL
D-29/5/91,15.0,0.3764127588092509,22.61904761904762,NORMAL
D-30/3/90,17.0,0.3763904540814308,22.42063492063492,NORMAL
D-13/5/90,28.0,0.376363642770438,22.22222222222222,NORMAL
D-5/2/91,17.0,0.37635690668229227,22.023809523809522,NORMAL
D-17/2/91,22.0,0.37615462313250375,21.825396825396826,NORMAL
D-6/7/90,14.0,0.37611283689870745,21.626984126984127,NORMAL
D-23/10/91,37.0,0.3759541202778873,21.428571428571427,NORMAL
D-17/3/91,25.0,0.3757469337126278,21.23015873015873,NORMAL
D-6/8/91,16.0,0.3753755625233995,21.03174603174603,NORMAL
D-16/2/90,25.0,0.37533635793112746,20.833333333333336,NORMAL
D-25/3/90,16.0,0.37487066198236346,20.634920634920633,NORMAL
