dataset,actual_effluent_bod5,predicted_effluent_bod5,error,absolute_error,percentage_error,absolute_percentage_error,prediction_direction
random,14.0,16.940798925010792,-2.9407989250107924,2.9407989250107924,-21.005706607219945,21.005706607219945,overprediction
random,17.0,18.705811583971343,-1.705811583971343,1.705811583971343,-10.034185788066724,10.034185788066724,overprediction
random,17.0,18.95291940507957,-1.9529194050795695,1.9529194050795695,-11.48776120635041,11.48776120635041,overprediction
random,19.0,20.036412128510158,-1.0364121285101575,1.0364121285101575,-5.45480067636925,5.45480067636925,overprediction
random,18.0,16.28743013371058,1.7125698662894209,1.7125698662894209,9.514277034941227,9.514277034941227,underprediction
random,9.0,14.12586386176223,-5.12586386176223,5.12586386176223,-56.954042908469226,56.954042908469226,overprediction
random,17.0,19.10852004642006,-2.108520046420061,2.108520046420061,-12.403059096588596,12.403059096588596,overprediction
random,14.0,22.088620427358283,-8.088620427358283,8.088620427358283,-57.77586019541631,57.77586019541631,overprediction
random,30.0,18.146191891764897,11.853808108235103,11.853808108235103,39.51269369411701,39.51269369411701,underprediction
random,18.0,20.06989470253573,-2.0698947025357306,2.0698947025357306,-11.499415014087393,11.499415014087393,overprediction
random,18.0,21.32039972042947,-3.320399720429471,3.320399720429471,-18.44666511349706,18.44666511349706,overprediction
random,16.0,15.206864031585292,0.7931359684147079,0.7931359684147079,4.957099802591925,4.957099802591925,underprediction
random,12.0,19.75241060309644,-7.75241060309644,7.75241060309644,-64.60342169247033,64.60342169247033,overprediction
random,11.0,17.058641579232162,-6.058641579232162,6.058641579232162,-55.07855981120148,55.07855981120148,overprediction
random,17.0,17.335326723619534,-0.3353267236195343,0.3353267236195343,-1.972510138938437,1.972510138938437,overprediction
random,152.0,19.98287926544829,132.01712073455172,132.01712073455172,86.85336890431034,86.85336890431034,underprediction
random,17.0,15.957522825029384,1.0424771749706156,1.0424771749706156,6.132218676297739,6.132218676297739,underprediction
random,11.0,9.673520771843076,1.3264792281569235,1.3264792281569235,12.05890207415385,12.05890207415385,underprediction
random,17.0,19.71125066576238,-2.7112506657623783,2.7112506657623783,-15.948533328013989,15.948533328013989,overprediction
random,9.0,14.579068080856944,-5.579068080856944,5.579068080856944,-61.98964534285493,61.98964534285493,overprediction
random,28.0,21.468467790084464,6.531532209915536,6.531532209915536,23.326900749698343,23.326900749698343,underprediction
random,16.0,13.084680200437704,2.9153197995622957,2.9153197995622957,18.22074874726435,18.22074874726435,underprediction
random,19.0,15.295608839985936,3.7043911600140635,3.7043911600140635,19.496795579021388,19.496795579021388,underprediction
random,16.0,20.270671700880875,-4.270671700880875,4.270671700880875,-26.691698130505472,26.691698130505472,overprediction
random,12.0,20.68381064068741,-8.683810640687408,8.683810640687408,-72.36508867239507,72.36508867239507,overprediction
random,16.0,16.54529592592937,-0.5452959259293699,0.5452959259293699,-3.408099537058562,3.408099537058562,overprediction
random,13.0,20.71954294272997,-7.719542942729969,7.719542942729969,-59.381099559461305,59.381099559461305,overprediction
random,21.0,18.745193354349684,2.2548066456503157,2.2548066456503157,10.73717450309674,10.73717450309674,underprediction
random,10.0,17.24186637028286,-7.24186637028286,7.24186637028286,-72.4186637028286,72.4186637028286,overprediction
random,20.0,16.525409337638624,3.4745906623613756,3.4745906623613756,17.372953311806878,17.372953311806878,underprediction
random,23.0,18.95453379220403,4.045466207795972,4.045466207795972,17.5889835121564,17.5889835121564,underprediction
random,18.0,19.25927898452189,-1.2592789845218917,1.2592789845218917,-6.995994358454954,6.995994358454954,overprediction
random,15.0,11.544553370346128,3.4554466296538724,3.4554466296538724,23.036310864359148,23.036310864359148,underprediction
random,22.0,20.515746975092505,1.4842530249074954,1.4842530249074954,6.746604658670434,6.746604658670434,underprediction
random,15.0,20.115906338970657,-5.115906338970657,5.115906338970657,-34.106042259804376,34.106042259804376,overprediction
random,23.0,18.710708643236725,4.289291356763275,4.289291356763275,18.6490928554925,18.6490928554925,underprediction
